,Name,Image,Personality Traits
80,['Ashok Kumar'],"['https://en.wikipedia.org//wiki/File:Portrait_Ashok_Kumar_Actor.jpg', 'https://en.wikipedia.org//wiki/File:Naya_Sansar_(1941).jpg', 'https://en.wikipedia.org//wiki/File:Achhut_Kanya2.jpg', 'https://en.wikipedia.org//wiki/File:Ashok_Kumar_in_Kismet1.jpg', 'https://en.wikipedia.org//wiki/File:Ashok_Kumar_and_Sumitra_Devi_in_Mashaal_(1950).jpg', 'https://en.wikipedia.org//wiki/File:Meena_K_and_Ashok_K_Parineeta.jpg', 'https://en.wikipedia.org//wiki/File:Ashok_Kumar_2013_stamp_of_India.jpg']","['actor', 'married', 'successful', 'singer', 'married', 'actress', 'actor', 'married', 'actress', 'actor', 'married', 'successful', 'actor', 'director', 'good looks', 'actor', 'general', 'actress', 'actor', 'successful', 'actor', 'painter', 'actor', 'successful', 'producer', 'actor', 'singer', 'director', 'respected', 'successful', 'singer']"
81,['Asrani'],"['https://en.wikipedia.org//wiki/File:Asrani_at_the_launch_of_%27Its_Only_Cinema%27_magazine_11.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'comedic', 'actor', 'married', 'actress', 'actor', 'actress', 'memorable', 'actor', 'actor', 'actor', 'comedy', 'memorable', 'actor', 'director', 'actor', 'comedy', 'memorable', 'actor', 'director']"
82,['Ashok Saraf'],"['https://en.wikipedia.org//wiki/File:Ashok_Saraf.jpg', 'https://en.wikipedia.org//wiki/File:Ashok_Saraf_in_2019.jpg', 'https://en.wikipedia.org//wiki/File:Ashok_Saraf_Nivedita_Joshi.jpg']","['actor', 'comedy', 'successful', 'successful', 'comedy', 'actor', 'director', 'producer', 'powerful', 'comedy', 'comedy', 'married', 'actress']"
83,['Ashok Selvan'],[],"['actor', 'actor', 'actor', 'director', 'comedy', 'writer', 'outstanding']"
84,['Attakathi Dinesh'],[],"['actor', 'actress', 'actor', 'actor', 'actor']"
85,['Atul Agnihotri'],['https://en.wikipedia.org//wiki/File:Atul-agnihotri.jpg'],"['actor', 'producer', 'director', 'actor', 'actress', 'married', 'producer', 'actor', 'producer', 'director', 'producer', 'director']"
86,['Atul Kulkarni'],['https://en.wikipedia.org//wiki/File:Atul_Kulkarni_graces_the_screening_of_Sonata.jpg'],"['actor', 'actor', 'married', 'actress']"
87,['Aditya (actor)'],[],"['producer', 'actor', 'successful', 'director']"
88,['Avinash Tiwary'],['https://en.wikipedia.org//wiki/File:Avinash_Tiwary_Photo.jpg'],['actor']
89,['Avinash'],[],"['actor', 'memorable', 'actress', 'married']"
90,['Ayushmann Khurrana'],"['https://en.wikipedia.org//wiki/File:Ayushmann_Khurrana_promoting_Andhadhun.jpg', 'https://en.wikipedia.org//wiki/File:Ayushmann_Khurrana_1.jpg', 'https://en.wikipedia.org//wiki/File:Ayushmann_Khurrana_National_Award_for_Andhadhun.jpg', 'https://en.wikipedia.org//wiki/File:Ayushman_Khurana_walks_for_Manish_Malhotra_%26_Shaina_NC%27s_show_for_CPAA_23.jpg']","['actor', 'singer', 'host', 'comedy', 'successful', 'honest', 'actor', 'singer', 'actor', 'host', 'hosting', 'comedy', 'actor', 'singer', 'comedy', 'comedic', 'married', 'successful', 'writer', 'actor', 'director', 'comedy', 'actor', 'successful', 'comedy', 'actor', 'comedy', 'radio jockey']"
91,['Anupam Sharma'],"['https://en.wikipedia.org//wiki/File:Geoffrey_Brown,_Mr._Jim_Mc_Elroy,_Mr._John_Winter_and_Mr._Anupam_Sharma_addressing_the_Press_Conference,_during_the_39th_International_Film_Festival_(IFFI-2008),_in_Panaji,_Goa_on_November_25,_2008.jpg']","['director', 'actor', 'producer', 'married', 'producer', 'producer', 'powerful', 'writer']"
92,['B. C. Patil'],[],"['actor', 'actor', 'producer', 'director', 'married']"
93,['B. R. Panthulu'],['https://en.wikipedia.org//wiki/File:BRBandulu.jpg'],"['director', 'producer', 'actor', 'successful', 'actor', 'writer', 'actor', 'director', 'writer']"
94,['Baburaj (actor)'],[],"['director', 'actor', 'director', 'screenwriter', 'comedic', 'married', 'director', 'comedy', 'actor', 'actor']"
95,['Babu Antony'],['https://en.wikipedia.org//wiki/File:Babu_Antony_in_Karinkunnam_6s_movie.jpg'],"['actor', 'actor', 'married', 'actor']"
96,['Balakrishna (Kannada actor)'],['https://en.wikipedia.org//wiki/File:T_N_Balakrishna.png'],"['actor', 'painter', 'director', 'actor']"
97,['Nandamuri Balakrishna'],['https://en.wikipedia.org//wiki/File:Actor_Nandamuri_Balkrishna_presents_the_Golden_Peacock_award_to_Gurvinder_Singh_for_Anhey_Ghorhey_Da_Daan_(cropped).jpg'],"['actor', 'actor', 'actor', 'married', 'successful', 'actor', 'successful', 'actor', 'producer']"
98,['Balan K. Nair'],['https://en.wikipedia.org//wiki/File:Balan_k_nair1.jpg'],"['actor', 'actor', 'actor']"
99,['Balaraj'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
100,['Balraj Sahni'],"['https://en.wikipedia.org//wiki/File:Balraj_Sahni_in_Lajwanti.jpg', 'https://en.wikipedia.org//wiki/File:Balraj_Sahani_with_his_wife_Damayanti,_1936.jpg', 'https://en.wikipedia.org//wiki/File:Balraj_Sahni_2013_stamp_of_India.jpg']","['actor', 'writer', 'actor', 'married', 'actress', 'actor', 'married', 'writer', 'writer', 'actor', 'writer', 'actor']"
101,['Bank Janardhan'],"['https://en.wikipedia.org//wiki/File:Bank-Janardhan.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'comedy', 'comedy', 'actor']"
102,['Barun Sobti'],"['https://en.wikipedia.org//wiki/File:Barun_Sobti.jpg', 'https://en.wikipedia.org//wiki/File:Barun_Sobti_signature.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Blank_television_set.svg']","['actor', 'comedy', 'married', 'comedy', 'actor']"
103,['Benjamin Gilani'],"['https://en.wikipedia.org//wiki/File:Waiting_for_Godot_in_Doon_School.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'hosting']"
104,['Bhagwan Dada'],"['https://en.wikipedia.org//wiki/File:BhagwaanDada_1949.jpg', 'https://en.wikipedia.org//wiki/File:Bhagwan_dada_photo_.jpg']","['actor', 'director', 'actress', 'actress', 'producer', 'actor']"
105,['Bhanu Chander'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'director', 'producer']"
106,['Bharat Bhushan'],"['https://en.wikipedia.org//wiki/File:Actor_Bharat_Bhushan.jpg', 'https://en.wikipedia.org//wiki/File:Bharat_Bhushan_in_Baiju_Bawra.jpg']","['actor', 'producer', 'producer', 'married', 'actress', 'producer', 'successful', 'actor', 'actor', 'producer', 'actor']"
107,['Bharat Jadhav'],['https://en.wikipedia.org//wiki/File:Bharat_Jadhav.jpg'],"['actor', 'producer', 'producer', 'director', 'comedy']"
108,['Bharat Gopy'],['https://en.wikipedia.org//wiki/File:Bharath_Gopi.jpg'],"['actor', 'producer', 'director', 'actor', 'married', 'writer', 'actor', 'actor', 'actor', 'director', 'producer']"
109,['Bharath (actor)'],[],"['actor', 'actor', 'married', 'married', 'producer', 'actor', 'comedy', 'actor']"
110,['P. Bharathiraja'],['https://en.wikipedia.org//wiki/File:Director_Bharathiraja_at_Salim_Movie_Audio_Launch.jpg'],"['director', 'sensitive', 'successful', 'director', 'director', 'married', 'actor', 'married', 'actress']"
111,['Bank Janardhan'],"['https://en.wikipedia.org//wiki/File:Bank-Janardhan.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'comedy', 'comedy', 'actor']"
112,['Bijon Bhattacharya'],"['https://en.wikipedia.org//wiki/File:Bijon_bhattacharya.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['director', 'married', 'writer']"
113,['Biju Menon'],['https://en.wikipedia.org//wiki/File:Biju_Menon_-_16.jpg'],"['actor', 'director', 'actor', 'successful', 'singer', 'married', 'actress']"
114,['Biswajit Chatterjee'],['https://en.wikipedia.org//wiki/File:Biswajit_Deb_Chatterjee_-_Kolkata_2014-02-09_8719.JPG'],"['actor', 'producer', 'director', 'singer', 'known for his work', 'actress', 'general', 'producer', 'director', 'writer', 'actress']"
115,['Bob Christo'],"['https://en.wikipedia.org//wiki/File:Bob_Christo.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'general', 'actress', 'yoga', 'actor']"
116,['Bobby Deol'],"['https://en.wikipedia.org//wiki/File:Bobby_Deol_at_Femina_Miss_India_Grand_Finale_2018.jpg', 'https://en.wikipedia.org//wiki/File:Dharmendra_Bobby_Deol_still1.jpg', 'https://en.wikipedia.org//wiki/File:Sunny_Deol_Bobby_Deol_still5.jpg']","['actor', 'actor', 'successful', 'comedy', 'actress', 'actor', 'actor', 'intelligent', 'director', 'director', 'actor', 'general', 'actor', 'beautiful', 'actor', 'actor', 'sensitive', 'director', 'comedy']"
117,['Bobby Kottarakkara'],['https://en.wikipedia.org//wiki/File:Bobby_Kottarakkara.jpg'],['actor']
118,['Bobby Simha'],['https://en.wikipedia.org//wiki/File:Bobby_Simha_at_Urumeen_Audio_Launch_.jpg'],"['actor', 'actor', 'actor', 'intelligent', 'actress', 'married']"
119,['Boman Irani'],['https://en.wikipedia.org//wiki/File:Boman_Irani.jpg'],"['actor', 'photographer', 'comedy', 'successful', 'photographer', 'photographer', 'photographer', 'actor', 'comedy', 'actor', 'comedic', 'actor']"
120,['Brahmanandam'],['https://en.wikipedia.org//wiki/File:Brahmanandam.png'],"['actor', 'comedy', 'married', 'successful']"
121,['Bullet Prakash'],"['https://en.wikipedia.org//wiki/File:BulletPrakashImage.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
122,['C. R. Simha'],"['https://en.wikipedia.org//wiki/File:C.R.Simha-pic.jpg', 'https://en.wikipedia.org//wiki/File:A_portrait_of_Shri_C.R.Simha_who_will_be_presented_with_the_Sangeet_Natak_Akademi_Award_for_Theatre_-_Acting_(Kannada)by_the_President_Dr._A.P.J_Abdul_Kalam_in_New_Delhi_on_October_26,_2004.jpg']","['actor', 'director', 'known for his work', 'successful', 'actor', 'successful', 'memorable', 'actor']"
123,['Chandra Mohan (Hindi film actor)'],"['https://en.wikipedia.org//wiki/File:Chandramohan_1942.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'known for his work']"
124,['Chandra Mohan (Telugu actor)'],['https://en.wikipedia.org//wiki/File:Chandra-mohan-stills-tollywoodtv_(5).jpg'],['actor']
125,['Chandrachur Singh'],['https://en.wikipedia.org//wiki/File:Chandrachur_Singh.jpg'],"['actor', 'actor', 'actor']"
126,['Chandrashekhar'],[],['married']
127,['Charan Raj'],[],"['actor', 'director', 'producer', 'writer', 'producer', 'director']"
128,['Charle'],['https://en.wikipedia.org//wiki/File:Charlie_at_Maanagaram_Press_Meet.jpg'],"['actor', 'actor', 'director', 'comedy', 'actor']"
129,['Charuhasan'],[],"['actor', 'director', 'actor', 'actress', 'married', 'director']"
130,['Chetan Chandra'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],['actor']
131,['Chetan Kumar'],['https://en.wikipedia.org//wiki/File:Chetan_Actor.jpg'],"['actor', 'actor', 'actor', 'actor', 'director', 'successful', 'actor', 'responsible', 'independent']"
132,['Chhabi Biswas'],['https://en.wikipedia.org//wiki/File:ChhabiBiswasImage.jpg'],"['actor', 'beautiful', 'powerful', 'actor', 'powerful', 'actor', 'actor']"
133,['Chi. Guru Dutt'],[],"['actor', 'director', 'director']"
134,['Chinni Jayanth'],['https://en.wikipedia.org//wiki/File:Kalaimamani_Dr._Chinni_Jayanth.JPG'],"['director', 'producer', 'actor', 'director', 'comedy']"
135,['Chikkanna'],['https://en.wikipedia.org//wiki/File:Chikkanna_During_the_shoot_of_Ishtakamya.jpg'],"['actor', 'comedy', 'actor']"
136,['Chiranjeevi'],['https://en.wikipedia.org//wiki/File:Chiranjeevi_at_Amitabh_Bachchan%27s_70th_birthday_celebration_(cropped).jpg'],"['actor', 'independent', 'actor', 'married', 'comedic', 'actor', 'actor', 'producer', 'actor', 'actor', 'director', 'actor', 'actor', 'successful', 'actor', 'actor', 'successful', 'host', 'general', 'general', 'independent', 'director', 'director', 'actor']"
137,['Chiranjeevi Sarja'],[],"['actor', 'director', 'actress', 'married']"
138,['V. Nagaiah'],['https://en.wikipedia.org//wiki/File:Chittor_V._Nagaiah_actor.jpg'],"['actor', 'director', 'producer', 'writer', 'singer', 'producer', 'director', 'actor', 'married']"
139,['Chunky Pandey'],['https://en.wikipedia.org//wiki/File:Chunky_pandey_forest_success.jpg'],"['actor', 'successful', 'actor', 'actress', 'producer', 'successful', 'actor', 'actor', 'successful', 'director', 'comedy', 'comedy', 'actor', 'comedy', 'married', 'actress']"
140,['Crazy Mohan'],"['https://en.wikipedia.org//wiki/File:Crazy_Mohan_Chocolate_Krishna.JPG', 'https://en.wikipedia.org//wiki/File:Rangachary_Mohan_alongwith_Late_former_president_Dr.A.P.J._Abdul_Kalam.png', 'https://en.wikipedia.org//wiki/File:Rangachary_Mohan_alongwith_Late_former_president_Dr.A.P.J._Abdul_Kalam.png']","['actor', 'screenwriter', 'writer', 'comedy', 'writer', 'writer', 'actor', 'comedy', 'director', 'comedy', 'outstanding', 'philanthropist', 'writer', 'actor']"
141,['Cyrus Broacha'],['https://en.wikipedia.org//wiki/File:Cyrus_Broacha_still6.jpg'],"['TV anchor', 'radio jockey', 'comedy', 'host', 'comedy', 'hosting', 'married', 'photographer']"
142,['Cyrus Sahukar'],['https://en.wikipedia.org//wiki/File:Cyrus_Sahukar_grace_GQ_Men_of_The_Year_Awards_2016_(cropped).jpg'],"['actor', 'comedy', 'hosting', 'writer', 'actress', 'singer', 'hosting']"
143,['Dada Kondke'],['https://en.wikipedia.org//wiki/File:Dad-Kondke-pic.jpg'],"['actor', 'producer', 'comedy', 'actor', 'writer', 'producer', 'actress', 'writer', 'director', 'singer', 'actor', 'married']"
144,['Dalip Tahil'],['https://en.wikipedia.org//wiki/File:Dalip_Tahil.JPG'],"['actor', 'known for his work', 'actor', 'director']"
145,['Danny Denzongpa'],"['https://en.wikipedia.org//wiki/File:DannyDenzongpa01.jpg', 'https://en.wikipedia.org//wiki/File:Wiki_letter_w_cropped.svg']","['actor', 'singer', 'director', 'painter', 'writer', 'successful', 'actor', 'successful', 'singer', 'singer', 'daring', 'singer']"
146,['Dara Singh'],"['https://en.wikipedia.org//wiki/File:Dara_Singh_1.jpg', 'https://en.wikipedia.org//wiki/File:Dara_Singh_vs_King_Kong.jpg']","['actor', 'producer', 'director', 'writer', 'successful', 'tall', 'actor', 'married', 'actor']"
147,['Darshan (actor)'],['https://en.wikipedia.org//wiki/File:Darshan_Thoogudeep_kannada_film_actor.jpg'],"['actor', 'producer', 'successful', 'actor', 'actor', 'director', 'screenwriter', 'producer', 'actor', 'successful', 'actor', 'married']"
148,['Darsheel Safary'],['https://en.wikipedia.org//wiki/File:Darsheel_Safary_Mumbai_Juniorthon_(cropped).jpg'],"['actor', 'writer', 'creative', 'director', 'actor']"
149,['H. G. Dattatreya'],"['https://en.wikipedia.org//wiki/File:HGDattatreya.jpg', 'https://en.wikipedia.org//wiki/File:British_RAF_OF-4.svg']","['actor', 'known for his work', 'writer', 'actor', 'general', 'actor', 'actor']"
150,['David Abraham Cheulkar'],['https://en.wikipedia.org//wiki/File:Actor_David.jpg'],"['actor', 'memorable', 'actor', 'actor', 'producer', 'actor', 'memorable', 'host', 'actor', 'comedy', 'married']"
151,['Deepak Dobriyal'],['https://en.wikipedia.org//wiki/File:Deepak_Dobriyal_in_2013.jpg'],"['actor', 'director']"
152,['Deepak Tijori'],"['https://en.wikipedia.org//wiki/File:Deepak_Tijori_Raja_Natwerlal_wrap_up.jpg', 'https://en.wikipedia.org//wiki/File:Dare_You_group_photograph.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg']","['director', 'actor', 'successful', 'comedy', 'comedy', 'producer', 'writer', 'brave', 'actress', 'comedy', 'actor', 'actress', 'creative', 'actor', 'director', 'director', 'singer', 'general']"
153,['Dev (Bengali actor)'],"['https://en.wikipedia.org//wiki/File:Dev_at_a_screening.jpg', 'https://en.wikipedia.org//wiki/File:Dev_with_nishi.jpg', 'https://en.wikipedia.org//wiki/File:Dev.jpg', 'https://en.wikipedia.org//wiki/File:Dev_at_a_screening.jpg']","['actor', 'producer', 'singer', 'writer', 'successful', 'successful', 'actor', 'married', 'dedicated', 'director', 'successful', 'actor', 'director', 'successful', 'actor', 'married', 'actor']"
154,['Dev (Tamil actor)'],[],"['actor', 'producer', 'director']"
155,['Dev Anand'],"['https://en.wikipedia.org//wiki/File:Portrait_of_Dev_Anand_1951.jpg', 'https://en.wikipedia.org//wiki/File:Dev_Anand_signature.svg', 'https://en.wikipedia.org//wiki/File:Dev_Anand_2013_stamp_of_India.jpg', 'https://en.wikipedia.org//wiki/File:Dev_Anand_still14.jpg', 'https://en.wikipedia.org//wiki/File:Dev_Anand_still1.jpg', 'https://en.wikipedia.org//wiki/File:Dev_Anand_at_the_50th_National_Film_Award_function_in_New_Delhi.jpg']","['actor', 'writer', 'director', 'producer', 'known for his work', 'successful', 'director', 'actress', 'married', 'photographer', 'beautiful', 'actor', 'successful', 'singer', 'actress', 'successful', 'director', 'actress', 'comedy', 'actor', 'successful', 'successful', 'beautiful', 'actress', 'director', 'successful', 'producer', 'director', 'actress', 'successful', 'actress', 'actor', 'actor', 'actor', 'successful', 'producer', 'actor']"
156,['Dev Gill'],"['https://en.wikipedia.org//wiki/File:Wiki_letter_w_cropped.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
157,['Devan (actor)'],[],"['actor', 'known for his work', 'actor', 'honest', 'director', 'actor', 'producer', 'producer', 'director', 'married']"
158,['Devaraj'],['https://en.wikipedia.org//wiki/File:Devaraj.jpg'],"['actor', 'actor', 'actor', 'actor', 'married', 'actress', 'actor']"
159,['Deven Verma'],"['https://en.wikipedia.org//wiki/File:Deven-Verma-pic.jpg', 'https://en.wikipedia.org//wiki/File:Wiki_letter_w_cropped.svg']","['actor', 'married', 'actor']"
160,['Dharmavarapu Subramanyam'],"['https://en.wikipedia.org//wiki/File:Dharmavarapu.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'comedy', 'comedy']"
161,['Dharmendra'],"['https://en.wikipedia.org//wiki/File:Dharmendra_2012.jpg', 'https://en.wikipedia.org//wiki/File:Autograph_Dharmendra.svg', 'https://en.wikipedia.org//wiki/File:Signed_photo_of_Indian_actor_Dharmendra_(2).jpg', 'https://en.wikipedia.org//wiki/File:Dharmendra-FilmiTadka_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Bobby_Deol_Dharmendra_Sunny_Deol_still10.jpg', 'https://en.wikipedia.org//wiki/File:Dharmendra,_Hema_Malini_at_Esha_Deol%27s_wedding_reception_03.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'producer', 'successful', 'successful', 'actor', 'successful', 'director', 'actor', 'producer', 'actor', 'successful', 'actress', 'actor', 'actor', 'successful', 'actor', 'successful', 'married', 'actress', 'director', 'singer', 'actress']"
162,['Dhanush'],"['https://en.wikipedia.org//wiki/File:Dhanush_promotes_VIP2_in_Delhi_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Dhanush_Bachchan.jpg']","['actor', 'producer', 'director', 'writer', 'screenwriter', 'singer', 'director', 'successful', 'actor', 'actor', 'comedy', 'director', 'producer', 'married', 'successful', 'director', 'actor', 'comedy', 'actor', 'singer', 'actor']"
163,['Dheerendra Gopal'],"['https://en.wikipedia.org//wiki/File:Dheerendra-Gopal-pic.jpeg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
164,['Dhruva Sarja'],[],"['actor', 'actor', 'successful', 'actor']"
165,['Diganth'],['https://en.wikipedia.org//wiki/File:Diganth.JPG'],"['actor', 'married', 'actress', 'successful', 'director']"
166,['Dinesh (Kannada actor)'],"['https://en.wikipedia.org//wiki/File:Dinesh-Kannada-actor-image.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
167,['Dingri Nagaraj'],"['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']",['actor']
168,['Dino Morea'],['https://en.wikipedia.org//wiki/File:Dino_Morea_snapped_at_Strut_Dance_Academy_event.jpg'],"['actor', 'modelling', 'actress']"
169,['Dileep'],['https://en.wikipedia.org//wiki/File:Dileep_2016.jpg'],"['actor', 'producer', 'comedy', 'successful', 'director', 'actor', 'comedic', 'actor', 'actor', 'comedy', 'married', 'actress', 'comedy', 'director', 'director', 'director', 'actress', 'actor', 'director', 'actor', 'married', 'actress', 'actress', 'general', 'independent']"
170,['Diljit Dosanjh'],"['https://en.wikipedia.org//wiki/File:Diljit_Dosanjh_at_Colors_Golden_Petal_Awards.jpg', 'https://en.wikipedia.org//wiki/File:Diljit_Dosanjh_during_Soorma_promotion_05.jpg', 'https://en.wikipedia.org//wiki/File:Diljit_Dosanjh_and_Neeru_Bajwa_promoting_Shadaa.jpg', 'https://en.wikipedia.org//wiki/File:Sonakshi_Sinha_-_IIFA_2017_Green_Carpet_(35586491213).jpg']","['singer', 'actor', 'successful', 'comedy', 'actor', 'actor', 'actress', 'actor', 'singer', 'successful', 'actor']"
